,level,left,top,organ
"16,16,62",16,16,62,09_follicle
"16,16,63",16,16,63,09_follicle
"16,16,73",16,16,73,16_urinary_bladder
"16,16,74",16,16,74,16_urinary_bladder
"16,16,75",16,16,75,16_urinary_bladder
"16,16,76",16,16,76,16_urinary_bladder
"16,16,77",16,16,77,16_urinary_bladder
"16,16,78",16,16,78,16_urinary_bladder
"16,16,79",16,16,79,16_urinary_bladder
"16,16,80",16,16,80,16_urinary_bladder
"16,16,81",16,16,81,16_urinary_bladder
"16,16,82",16,16,82,16_urinary_bladder
"16,16,83",16,16,83,16_urinary_bladder
"16,16,84",16,16,84,16_urinary_bladder
"16,16,85",16,16,85,16_urinary_bladder
"16,16,86",16,16,86,16_urinary_bladder
"16,16,87",16,16,87,16_urinary_bladder
"16,16,88",16,16,88,16_urinary_bladder
"16,16,89",16,16,89,16_urinary_bladder
"16,16,90",16,16,90,16_urinary_bladder
"16,16,91",16,16,91,16_urinary_bladder
"16,16,92",16,16,92,16_urinary_bladder
"16,16,100",16,16,100,24_pituitary_gland
"16,16,101",16,16,101,24_pituitary_gland
"16,16,102",16,16,102,24_pituitary_gland
"16,16,103",16,16,103,24_pituitary_gland
"16,16,104",16,16,104,24_pituitary_gland
"16,16,105",16,16,105,24_pituitary_gland
"16,16,106",16,16,106,24_pituitary_gland
"16,16,107",16,16,107,24_pituitary_gland
"16,16,108",16,16,108,24_pituitary_gland
"16,16,109",16,16,109,24_pituitary_gland
"16,16,110",16,16,110,24_pituitary_gland
"16,16,111",16,16,111,24_pituitary_gland
"16,16,112",16,16,112,24_pituitary_gland
"16,16,113",16,16,113,24_pituitary_gland
"16,16,114",16,16,114,24_pituitary_gland
"16,16,115",16,16,115,24_pituitary_gland
"16,16,116",16,16,116,24_pituitary_gland
"16,16,117",16,16,117,24_pituitary_gland
"16,16,118",16,16,118,24_pituitary_gland
"16,16,119",16,16,119,24_pituitary_gland
"16,16,120",16,16,120,24_pituitary_gland
"16,16,121",16,16,121,24_pituitary_gland
"16,16,132",16,16,132,32_ESCC
"16,16,133",16,16,133,32_ESCC
"16,16,134",16,16,134,32_ESCC
"16,16,135",16,16,135,32_ESCC
"16,16,136",16,16,136,32_ESCC
"16,16,137",16,16,137,32_ESCC
"16,16,138",16,16,138,32_ESCC
"16,16,139",16,16,139,32_ESCC
"16,16,140",16,16,140,32_ESCC
"16,16,141",16,16,141,32_ESCC
"16,16,142",16,16,142,32_ESCC
"16,16,143",16,16,143,32_ESCC
"16,16,144",16,16,144,32_ESCC
"16,16,145",16,16,145,32_ESCC
"16,16,146",16,16,146,32_ESCC
"16,16,147",16,16,147,32_ESCC
"16,16,148",16,16,148,32_ESCC
"16,16,149",16,16,149,32_ESCC
"16,16,150",16,16,150,32_ESCC
"16,16,151",16,16,151,32_ESCC
"16,16,152",16,16,152,32_ESCC
"16,16,158",16,16,158,39_HCC
"16,16,159",16,16,159,39_HCC
"16,16,160",16,16,160,39_HCC
"16,16,161",16,16,161,39_HCC
"16,16,162",16,16,162,39_HCC
"16,16,163",16,16,163,39_HCC
"16,16,164",16,16,164,39_HCC
"16,16,165",16,16,165,39_HCC
"16,16,166",16,16,166,39_HCC
"16,16,167",16,16,167,39_HCC
"16,16,168",16,16,168,39_HCC
"16,16,169",16,16,169,39_HCC
"16,16,170",16,16,170,39_HCC
"16,16,171",16,16,171,39_HCC
"16,16,172",16,16,172,39_HCC
"16,16,173",16,16,173,39_HCC
"16,16,174",16,16,174,39_HCC
"16,16,175",16,16,175,39_HCC
"16,16,176",16,16,176,39_HCC
"16,16,177",16,16,177,39_HCC
"16,16,178",16,16,178,39_HCC
"16,16,179",16,16,179,39_HCC
"16,17,13",16,17,13,01_penis
"16,17,14",16,17,14,01_penis
"16,17,15",16,17,15,01_penis
"16,17,16",16,17,16,01_penis
"16,17,17",16,17,17,01_penis
"16,17,18",16,17,18,01_penis
"16,17,19",16,17,19,01_penis
"16,17,20",16,17,20,01_penis
"16,17,21",16,17,21,01_penis
"16,17,22",16,17,22,01_penis
"16,17,23",16,17,23,01_penis
"16,17,24",16,17,24,01_penis
"16,17,25",16,17,25,01_penis
"16,17,26",16,17,26,01_penis
"16,17,27",16,17,27,01_penis
"16,17,28",16,17,28,01_penis
"16,17,29",16,17,29,01_penis
"16,17,30",16,17,30,01_penis
"16,17,31",16,17,31,01_penis
"16,17,32",16,17,32,01_penis
"16,17,33",16,17,33,01_penis
"16,17,34",16,17,34,01_penis
"16,17,43",16,17,43,09_follicle
"16,17,44",16,17,44,09_follicle
"16,17,45",16,17,45,09_follicle
"16,17,46",16,17,46,09_follicle
"16,17,47",16,17,47,09_follicle
"16,17,48",16,17,48,09_follicle
"16,17,49",16,17,49,09_follicle
"16,17,50",16,17,50,09_follicle
"16,17,51",16,17,51,09_follicle
"16,17,52",16,17,52,09_follicle
"16,17,53",16,17,53,09_follicle
"16,17,54",16,17,54,09_follicle
"16,17,55",16,17,55,09_follicle
"16,17,56",16,17,56,09_follicle
"16,17,57",16,17,57,09_follicle
"16,17,58",16,17,58,09_follicle
"16,17,59",16,17,59,09_follicle
"16,17,60",16,17,60,09_follicle
"16,17,61",16,17,61,09_follicle
"16,17,62",16,17,62,09_follicle
"16,17,63",16,17,63,09_follicle
"16,17,73",16,17,73,16_urinary_bladder
"16,17,74",16,17,74,16_urinary_bladder
"16,17,75",16,17,75,16_urinary_bladder
"16,17,76",16,17,76,16_urinary_bladder
"16,17,77",16,17,77,16_urinary_bladder
"16,17,78",16,17,78,16_urinary_bladder
"16,17,79",16,17,79,16_urinary_bladder
"16,17,80",16,17,80,16_urinary_bladder
"16,17,81",16,17,81,16_urinary_bladder
"16,17,82",16,17,82,16_urinary_bladder
"16,17,83",16,17,83,16_urinary_bladder
"16,17,84",16,17,84,16_urinary_bladder
"16,17,85",16,17,85,16_urinary_bladder
"16,17,86",16,17,86,16_urinary_bladder
"16,17,87",16,17,87,16_urinary_bladder
"16,17,88",16,17,88,16_urinary_bladder
"16,17,89",16,17,89,16_urinary_bladder
"16,17,90",16,17,90,16_urinary_bladder
"16,17,91",16,17,91,16_urinary_bladder
"16,17,92",16,17,92,16_urinary_bladder
"16,17,93",16,17,93,16_urinary_bladder
"16,17,100",16,17,100,24_pituitary_gland
"16,17,101",16,17,101,24_pituitary_gland
"16,17,102",16,17,102,24_pituitary_gland
"16,17,103",16,17,103,24_pituitary_gland
"16,17,104",16,17,104,24_pituitary_gland
"16,17,105",16,17,105,24_pituitary_gland
"16,17,106",16,17,106,24_pituitary_gland
"16,17,107",16,17,107,24_pituitary_gland
"16,17,108",16,17,108,24_pituitary_gland
"16,17,109",16,17,109,24_pituitary_gland
"16,17,110",16,17,110,24_pituitary_gland
"16,17,111",16,17,111,24_pituitary_gland
"16,17,112",16,17,112,24_pituitary_gland
"16,17,113",16,17,113,24_pituitary_gland
"16,17,114",16,17,114,24_pituitary_gland
"16,17,115",16,17,115,24_pituitary_gland
"16,17,116",16,17,116,24_pituitary_gland
"16,17,117",16,17,117,24_pituitary_gland
"16,17,118",16,17,118,24_pituitary_gland
"16,17,119",16,17,119,24_pituitary_gland
"16,17,120",16,17,120,24_pituitary_gland
"16,17,121",16,17,121,24_pituitary_gland
"16,17,132",16,17,132,32_ESCC
"16,17,133",16,17,133,32_ESCC
"16,17,134",16,17,134,32_ESCC
"16,17,135",16,17,135,32_ESCC
"16,17,136",16,17,136,32_ESCC
"16,17,137",16,17,137,32_ESCC
"16,17,138",16,17,138,32_ESCC
"16,17,139",16,17,139,32_ESCC
"16,17,140",16,17,140,32_ESCC
"16,17,141",16,17,141,32_ESCC
"16,17,142",16,17,142,32_ESCC
"16,17,143",16,17,143,32_ESCC
"16,17,144",16,17,144,32_ESCC
"16,17,145",16,17,145,32_ESCC
"16,17,146",16,17,146,32_ESCC
"16,17,147",16,17,147,32_ESCC
"16,17,148",16,17,148,32_ESCC
"16,17,149",16,17,149,32_ESCC
"16,17,150",16,17,150,32_ESCC
"16,17,151",16,17,151,32_ESCC
"16,17,152",16,17,152,32_ESCC
"16,17,153",16,17,153,32_ESCC
"16,17,157",16,17,157,39_HCC
"16,17,158",16,17,158,39_HCC
"16,17,159",16,17,159,39_HCC
"16,17,160",16,17,160,39_HCC
"16,17,161",16,17,161,39_HCC
"16,17,162",16,17,162,39_HCC
"16,17,163",16,17,163,39_HCC
"16,17,164",16,17,164,39_HCC
"16,17,165",16,17,165,39_HCC
"16,17,166",16,17,166,39_HCC
"16,17,167",16,17,167,39_HCC
"16,17,168",16,17,168,39_HCC
"16,17,169",16,17,169,39_HCC
"16,17,170",16,17,170,39_HCC
"16,17,171",16,17,171,39_HCC
"16,17,172",16,17,172,39_HCC
"16,17,173",16,17,173,39_HCC
"16,17,174",16,17,174,39_HCC
"16,17,175",16,17,175,39_HCC
"16,17,176",16,17,176,39_HCC
"16,17,177",16,17,177,39_HCC
"16,17,178",16,17,178,39_HCC
"16,17,179",16,17,179,39_HCC
"16,18,13",16,18,13,01_penis
"16,18,14",16,18,14,01_penis
"16,18,15",16,18,15,01_penis
"16,18,16",16,18,16,01_penis
"16,18,17",16,18,17,01_penis
"16,18,18",16,18,18,01_penis
"16,18,19",16,18,19,01_penis
"16,18,20",16,18,20,01_penis
"16,18,21",16,18,21,01_penis
"16,18,22",16,18,22,01_penis
"16,18,23",16,18,23,01_penis
"16,18,24",16,18,24,01_penis
"16,18,25",16,18,25,01_penis
"16,18,26",16,18,26,01_penis
"16,18,27",16,18,27,01_penis
"16,18,28",16,18,28,01_penis
"16,18,29",16,18,29,01_penis
"16,18,30",16,18,30,01_penis
"16,18,31",16,18,31,01_penis
"16,18,32",16,18,32,01_penis
"16,18,33",16,18,33,01_penis
"16,18,34",16,18,34,01_penis
"16,18,43",16,18,43,09_follicle
"16,18,44",16,18,44,09_follicle
"16,18,45",16,18,45,09_follicle
"16,18,46",16,18,46,09_follicle
"16,18,47",16,18,47,09_follicle
"16,18,48",16,18,48,09_follicle
"16,18,49",16,18,49,09_follicle
"16,18,50",16,18,50,09_follicle
"16,18,51",16,18,51,09_follicle
"16,18,52",16,18,52,09_follicle
"16,18,53",16,18,53,09_follicle
"16,18,54",16,18,54,09_follicle
"16,18,55",16,18,55,09_follicle
"16,18,56",16,18,56,09_follicle
"16,18,57",16,18,57,09_follicle
"16,18,58",16,18,58,09_follicle
"16,18,59",16,18,59,09_follicle
"16,18,60",16,18,60,09_follicle
"16,18,61",16,18,61,09_follicle
"16,18,62",16,18,62,09_follicle
"16,18,63",16,18,63,09_follicle
"16,18,73",16,18,73,16_urinary_bladder
"16,18,74",16,18,74,16_urinary_bladder
"16,18,75",16,18,75,16_urinary_bladder
"16,18,76",16,18,76,16_urinary_bladder
"16,18,77",16,18,77,16_urinary_bladder
"16,18,78",16,18,78,16_urinary_bladder
"16,18,79",16,18,79,16_urinary_bladder
"16,18,80",16,18,80,16_urinary_bladder
"16,18,81",16,18,81,16_urinary_bladder
"16,18,82",16,18,82,16_urinary_bladder
"16,18,83",16,18,83,16_urinary_bladder
"16,18,84",16,18,84,16_urinary_bladder
"16,18,85",16,18,85,16_urinary_bladder
"16,18,86",16,18,86,16_urinary_bladder
"16,18,87",16,18,87,16_urinary_bladder
"16,18,88",16,18,88,16_urinary_bladder
"16,18,89",16,18,89,16_urinary_bladder
"16,18,90",16,18,90,16_urinary_bladder
"16,18,91",16,18,91,16_urinary_bladder
"16,18,92",16,18,92,16_urinary_bladder
"16,18,93",16,18,93,16_urinary_bladder
"16,18,100",16,18,100,24_pituitary_gland
"16,18,101",16,18,101,24_pituitary_gland
"16,18,102",16,18,102,24_pituitary_gland
"16,18,103",16,18,103,24_pituitary_gland
"16,18,104",16,18,104,24_pituitary_gland
"16,18,105",16,18,105,24_pituitary_gland
"16,18,106",16,18,106,24_pituitary_gland
"16,18,107",16,18,107,24_pituitary_gland
"16,18,108",16,18,108,24_pituitary_gland
"16,18,109",16,18,109,24_pituitary_gland
"16,18,110",16,18,110,24_pituitary_gland
"16,18,111",16,18,111,24_pituitary_gland
"16,18,112",16,18,112,24_pituitary_gland
"16,18,113",16,18,113,24_pituitary_gland
"16,18,114",16,18,114,24_pituitary_gland
"16,18,115",16,18,115,24_pituitary_gland
"16,18,116",16,18,116,24_pituitary_gland
"16,18,117",16,18,117,24_pituitary_gland
"16,18,118",16,18,118,24_pituitary_gland
"16,18,119",16,18,119,24_pituitary_gland
"16,18,120",16,18,120,24_pituitary_gland
"16,18,121",16,18,121,24_pituitary_gland
"16,18,132",16,18,132,32_ESCC
"16,18,133",16,18,133,32_ESCC
"16,18,134",16,18,134,32_ESCC
"16,18,135",16,18,135,32_ESCC
"16,18,136",16,18,136,32_ESCC
"16,18,137",16,18,137,32_ESCC
"16,18,138",16,18,138,32_ESCC
"16,18,139",16,18,139,32_ESCC
"16,18,140",16,18,140,32_ESCC
"16,18,141",16,18,141,32_ESCC
"16,18,142",16,18,142,32_ESCC
"16,18,143",16,18,143,32_ESCC
"16,18,144",16,18,144,32_ESCC
"16,18,145",16,18,145,32_ESCC
"16,18,146",16,18,146,32_ESCC
"16,18,147",16,18,147,32_ESCC
"16,18,148",16,18,148,32_ESCC
"16,18,149",16,18,149,32_ESCC
"16,18,150",16,18,150,32_ESCC
"16,18,151",16,18,151,32_ESCC
"16,18,152",16,18,152,32_ESCC
"16,18,153",16,18,153,32_ESCC
"16,18,157",16,18,157,39_HCC
"16,18,158",16,18,158,39_HCC
"16,18,159",16,18,159,39_HCC
"16,18,160",16,18,160,39_HCC
"16,18,161",16,18,161,39_HCC
"16,18,162",16,18,162,39_HCC
"16,18,163",16,18,163,39_HCC
"16,18,164",16,18,164,39_HCC
"16,18,165",16,18,165,39_HCC
"16,18,166",16,18,166,39_HCC
"16,18,167",16,18,167,39_HCC
"16,18,168",16,18,168,39_HCC
"16,18,169",16,18,169,39_HCC
"16,18,170",16,18,170,39_HCC
"16,18,171",16,18,171,39_HCC
"16,18,172",16,18,172,39_HCC
"16,18,173",16,18,173,39_HCC
"16,18,174",16,18,174,39_HCC
"16,18,175",16,18,175,39_HCC
"16,18,176",16,18,176,39_HCC
"16,18,177",16,18,177,39_HCC
"16,18,178",16,18,178,39_HCC
"16,18,179",16,18,179,39_HCC
"16,19,13",16,19,13,01_penis
"16,19,14",16,19,14,01_penis
"16,19,15",16,19,15,01_penis
"16,19,16",16,19,16,01_penis
"16,19,17",16,19,17,01_penis
"16,19,18",16,19,18,01_penis
"16,19,19",16,19,19,01_penis
"16,19,20",16,19,20,01_penis
"16,19,21",16,19,21,01_penis
"16,19,22",16,19,22,01_penis
"16,19,23",16,19,23,01_penis
"16,19,24",16,19,24,01_penis
"16,19,25",16,19,25,01_penis
"16,19,26",16,19,26,01_penis
"16,19,27",16,19,27,01_penis
"16,19,28",16,19,28,01_penis
"16,19,29",16,19,29,01_penis
"16,19,30",16,19,30,01_penis
"16,19,31",16,19,31,01_penis
"16,19,32",16,19,32,01_penis
"16,19,33",16,19,33,01_penis
"16,19,34",16,19,34,01_penis
"16,19,42",16,19,42,09_follicle
"16,19,43",16,19,43,09_follicle
"16,19,44",16,19,44,09_follicle
"16,19,45",16,19,45,09_follicle
"16,19,46",16,19,46,09_follicle
"16,19,47",16,19,47,09_follicle
"16,19,48",16,19,48,09_follicle
"16,19,49",16,19,49,09_follicle
"16,19,50",16,19,50,09_follicle
"16,19,51",16,19,51,09_follicle
"16,19,52",16,19,52,09_follicle
"16,19,53",16,19,53,09_follicle
"16,19,54",16,19,54,09_follicle
"16,19,55",16,19,55,09_follicle
"16,19,56",16,19,56,09_follicle
"16,19,57",16,19,57,09_follicle
"16,19,58",16,19,58,09_follicle
"16,19,59",16,19,59,09_follicle
"16,19,60",16,19,60,09_follicle
"16,19,61",16,19,61,09_follicle
"16,19,62",16,19,62,09_follicle
"16,19,63",16,19,63,09_follicle
"16,19,64",16,19,64,09_follicle
"16,19,72",16,19,72,16_urinary_bladder
"16,19,73",16,19,73,16_urinary_bladder
"16,19,74",16,19,74,16_urinary_bladder
"16,19,75",16,19,75,16_urinary_bladder
"16,19,76",16,19,76,16_urinary_bladder
"16,19,77",16,19,77,16_urinary_bladder
"16,19,78",16,19,78,16_urinary_bladder
"16,19,79",16,19,79,16_urinary_bladder
"16,19,80",16,19,80,16_urinary_bladder
"16,19,81",16,19,81,16_urinary_bladder
"16,19,82",16,19,82,16_urinary_bladder
"16,19,83",16,19,83,16_urinary_bladder
"16,19,84",16,19,84,16_urinary_bladder
"16,19,85",16,19,85,16_urinary_bladder
"16,19,86",16,19,86,16_urinary_bladder
"16,19,87",16,19,87,16_urinary_bladder
"16,19,88",16,19,88,16_urinary_bladder
"16,19,89",16,19,89,16_urinary_bladder
"16,19,90",16,19,90,16_urinary_bladder
"16,19,91",16,19,91,16_urinary_bladder
"16,19,92",16,19,92,16_urinary_bladder
"16,19,93",16,19,93,16_urinary_bladder
"16,19,99",16,19,99,24_pituitary_gland
"16,19,100",16,19,100,24_pituitary_gland
"16,19,101",16,19,101,24_pituitary_gland
"16,19,102",16,19,102,24_pituitary_gland
"16,19,103",16,19,103,24_pituitary_gland
"16,19,104",16,19,104,24_pituitary_gland
"16,19,105",16,19,105,24_pituitary_gland
"16,19,106",16,19,106,24_pituitary_gland
"16,19,107",16,19,107,24_pituitary_gland
"16,19,108",16,19,108,24_pituitary_gland
"16,19,109",16,19,109,24_pituitary_gland
"16,19,110",16,19,110,24_pituitary_gland
"16,19,111",16,19,111,24_pituitary_gland
"16,19,112",16,19,112,24_pituitary_gland
"16,19,113",16,19,113,24_pituitary_gland
"16,19,114",16,19,114,24_pituitary_gland
"16,19,115",16,19,115,24_pituitary_gland
"16,19,116",16,19,116,24_pituitary_gland
"16,19,117",16,19,117,24_pituitary_gland
"16,19,118",16,19,118,24_pituitary_gland
"16,19,119",16,19,119,24_pituitary_gland
"16,19,120",16,19,120,24_pituitary_gland
"16,19,121",16,19,121,24_pituitary_gland
"16,19,122",16,19,122,24_pituitary_gland
"16,19,132",16,19,132,32_ESCC
"16,19,133",16,19,133,32_ESCC
"16,19,134",16,19,134,32_ESCC
"16,19,135",16,19,135,32_ESCC
"16,19,136",16,19,136,32_ESCC
"16,19,137",16,19,137,32_ESCC
"16,19,138",16,19,138,32_ESCC
"16,19,139",16,19,139,32_ESCC
"16,19,140",16,19,140,32_ESCC
"16,19,141",16,19,141,32_ESCC
"16,19,142",16,19,142,32_ESCC
"16,19,143",16,19,143,32_ESCC
"16,19,144",16,19,144,32_ESCC
"16,19,145",16,19,145,32_ESCC
"16,19,146",16,19,146,32_ESCC
"16,19,147",16,19,147,32_ESCC
"16,19,148",16,19,148,32_ESCC
"16,19,149",16,19,149,32_ESCC
"16,19,150",16,19,150,32_ESCC
"16,19,151",16,19,151,32_ESCC
"16,19,152",16,19,152,32_ESCC
"16,19,153",16,19,153,32_ESCC
"16,19,157",16,19,157,39_HCC
"16,19,158",16,19,158,39_HCC
"16,19,159",16,19,159,39_HCC
"16,19,160",16,19,160,39_HCC
"16,19,161",16,19,161,39_HCC
"16,19,162",16,19,162,39_HCC
"16,19,163",16,19,163,39_HCC
"16,19,164",16,19,164,39_HCC
"16,19,165",16,19,165,39_HCC
"16,19,166",16,19,166,39_HCC
"16,19,167",16,19,167,39_HCC
"16,19,168",16,19,168,39_HCC
"16,19,169",16,19,169,39_HCC
"16,19,170",16,19,170,39_HCC
"16,19,171",16,19,171,39_HCC
"16,19,172",16,19,172,39_HCC
"16,19,173",16,19,173,39_HCC
"16,19,174",16,19,174,39_HCC
"16,19,175",16,19,175,39_HCC
"16,19,176",16,19,176,39_HCC
"16,19,177",16,19,177,39_HCC
"16,19,178",16,19,178,39_HCC
"16,19,179",16,19,179,39_HCC
"16,20,13",16,20,13,01_penis
"16,20,14",16,20,14,01_penis
"16,20,15",16,20,15,01_penis
"16,20,16",16,20,16,01_penis
"16,20,17",16,20,17,01_penis
"16,20,18",16,20,18,01_penis
"16,20,19",16,20,19,01_penis
"16,20,20",16,20,20,01_penis
"16,20,21",16,20,21,01_penis
"16,20,22",16,20,22,01_penis
"16,20,23",16,20,23,01_penis
"16,20,24",16,20,24,01_penis
"16,20,25",16,20,25,01_penis
"16,20,26",16,20,26,01_penis
"16,20,27",16,20,27,01_penis
"16,20,28",16,20,28,01_penis
"16,20,29",16,20,29,01_penis
"16,20,30",16,20,30,01_penis
"16,20,31",16,20,31,01_penis
"16,20,32",16,20,32,01_penis
"16,20,33",16,20,33,01_penis
"16,20,34",16,20,34,01_penis
"16,20,35",16,20,35,01_penis
"16,20,42",16,20,42,09_follicle
"16,20,43",16,20,43,09_follicle
"16,20,44",16,20,44,09_follicle
"16,20,45",16,20,45,09_follicle
"16,20,46",16,20,46,09_follicle
"16,20,47",16,20,47,09_follicle
"16,20,48",16,20,48,09_follicle
"16,20,49",16,20,49,09_follicle
"16,20,50",16,20,50,09_follicle
"16,20,51",16,20,51,09_follicle
"16,20,52",16,20,52,09_follicle
"16,20,53",16,20,53,09_follicle
"16,20,54",16,20,54,09_follicle
"16,20,55",16,20,55,09_follicle
"16,20,56",16,20,56,09_follicle
"16,20,57",16,20,57,09_follicle
"16,20,58",16,20,58,09_follicle
"16,20,59",16,20,59,09_follicle
"16,20,60",16,20,60,09_follicle
"16,20,61",16,20,61,09_follicle
"16,20,62",16,20,62,09_follicle
"16,20,63",16,20,63,09_follicle
"16,20,64",16,20,64,09_follicle
"16,20,73",16,20,73,16_urinary_bladder
"16,20,74",16,20,74,16_urinary_bladder
"16,20,75",16,20,75,16_urinary_bladder
"16,20,76",16,20,76,16_urinary_bladder
"16,20,77",16,20,77,16_urinary_bladder
"16,20,78",16,20,78,16_urinary_bladder
"16,20,79",16,20,79,16_urinary_bladder
"16,20,80",16,20,80,16_urinary_bladder
"16,20,81",16,20,81,16_urinary_bladder
"16,20,82",16,20,82,16_urinary_bladder
"16,20,83",16,20,83,16_urinary_bladder
"16,20,84",16,20,84,16_urinary_bladder
"16,20,85",16,20,85,16_urinary_bladder
"16,20,86",16,20,86,16_urinary_bladder
"16,20,87",16,20,87,16_urinary_bladder
"16,20,88",16,20,88,16_urinary_bladder
"16,20,89",16,20,89,16_urinary_bladder
"16,20,90",16,20,90,16_urinary_bladder
"16,20,91",16,20,91,16_urinary_bladder
"16,20,92",16,20,92,16_urinary_bladder
"16,20,93",16,20,93,16_urinary_bladder
"16,20,99",16,20,99,24_pituitary_gland
"16,20,100",16,20,100,24_pituitary_gland
"16,20,101",16,20,101,24_pituitary_gland
"16,20,102",16,20,102,24_pituitary_gland
"16,20,103",16,20,103,24_pituitary_gland
"16,20,104",16,20,104,24_pituitary_gland
"16,20,105",16,20,105,24_pituitary_gland
"16,20,106",16,20,106,24_pituitary_gland
"16,20,107",16,20,107,24_pituitary_gland
"16,20,108",16,20,108,24_pituitary_gland
"16,20,109",16,20,109,24_pituitary_gland
"16,20,110",16,20,110,24_pituitary_gland
"16,20,111",16,20,111,24_pituitary_gland
"16,20,112",16,20,112,24_pituitary_gland
"16,20,113",16,20,113,24_pituitary_gland
"16,20,114",16,20,114,24_pituitary_gland
"16,20,115",16,20,115,24_pituitary_gland
"16,20,116",16,20,116,24_pituitary_gland
"16,20,117",16,20,117,24_pituitary_gland
"16,20,118",16,20,118,24_pituitary_gland
"16,20,119",16,20,119,24_pituitary_gland
"16,20,120",16,20,120,24_pituitary_gland
"16,20,121",16,20,121,24_pituitary_gland
"16,20,122",16,20,122,24_pituitary_gland
"16,20,132",16,20,132,32_ESCC
"16,20,133",16,20,133,32_ESCC
"16,20,134",16,20,134,32_ESCC
"16,20,135",16,20,135,32_ESCC
"16,20,136",16,20,136,32_ESCC
"16,20,137",16,20,137,32_ESCC
"16,20,138",16,20,138,32_ESCC
"16,20,139",16,20,139,32_ESCC
"16,20,140",16,20,140,32_ESCC
"16,20,141",16,20,141,32_ESCC
"16,20,142",16,20,142,32_ESCC
"16,20,143",16,20,143,32_ESCC
"16,20,144",16,20,144,32_ESCC
"16,20,145",16,20,145,32_ESCC
"16,20,146",16,20,146,32_ESCC
"16,20,147",16,20,147,32_ESCC
"16,20,148",16,20,148,32_ESCC
"16,20,149",16,20,149,32_ESCC
"16,20,150",16,20,150,32_ESCC
"16,20,151",16,20,151,32_ESCC
"16,20,152",16,20,152,32_ESCC
"16,20,153",16,20,153,32_ESCC
"16,20,157",16,20,157,39_HCC
"16,20,158",16,20,158,39_HCC
"16,20,159",16,20,159,39_HCC
"16,20,160",16,20,160,39_HCC
"16,20,161",16,20,161,39_HCC
"16,20,162",16,20,162,39_HCC
"16,20,163",16,20,163,39_HCC
"16,20,164",16,20,164,39_HCC
"16,20,165",16,20,165,39_HCC
"16,20,166",16,20,166,39_HCC
"16,20,167",16,20,167,39_HCC
"16,20,168",16,20,168,39_HCC
"16,20,169",16,20,169,39_HCC
"16,20,170",16,20,170,39_HCC
"16,20,171",16,20,171,39_HCC
"16,20,172",16,20,172,39_HCC
"16,20,173",16,20,173,39_HCC
"16,20,174",16,20,174,39_HCC
"16,20,175",16,20,175,39_HCC
"16,20,176",16,20,176,39_HCC
"16,20,177",16,20,177,39_HCC
"16,20,178",16,20,178,39_HCC
"16,20,179",16,20,179,39_HCC
"16,21,13",16,21,13,01_penis
"16,21,14",16,21,14,01_penis
"16,21,15",16,21,15,01_penis
"16,21,16",16,21,16,01_penis
"16,21,17",16,21,17,01_penis
"16,21,18",16,21,18,01_penis
"16,21,19",16,21,19,01_penis
"16,21,20",16,21,20,01_penis
"16,21,21",16,21,21,01_penis
"16,21,22",16,21,22,01_penis
"16,21,23",16,21,23,01_penis
"16,21,24",16,21,24,01_penis
"16,21,25",16,21,25,01_penis
"16,21,26",16,21,26,01_penis
"16,21,27",16,21,27,01_penis
"16,21,28",16,21,28,01_penis
"16,21,29",16,21,29,01_penis
"16,21,30",16,21,30,01_penis
"16,21,31",16,21,31,01_penis
"16,21,32",16,21,32,01_penis
"16,21,33",16,21,33,01_penis
"16,21,34",16,21,34,01_penis
"16,21,42",16,21,42,09_follicle
"16,21,43",16,21,43,09_follicle
"16,21,44",16,21,44,09_follicle
"16,21,45",16,21,45,09_follicle
"16,21,46",16,21,46,09_follicle
"16,21,47",16,21,47,09_follicle
"16,21,48",16,21,48,09_follicle
"16,21,49",16,21,49,09_follicle
"16,21,50",16,21,50,09_follicle
"16,21,51",16,21,51,09_follicle
"16,21,52",16,21,52,09_follicle
"16,21,53",16,21,53,09_follicle
"16,21,54",16,21,54,09_follicle
"16,21,55",16,21,55,09_follicle
"16,21,56",16,21,56,09_follicle
"16,21,57",16,21,57,09_follicle
"16,21,58",16,21,58,09_follicle
"16,21,59",16,21,59,09_follicle
"16,21,60",16,21,60,09_follicle
"16,21,61",16,21,61,09_follicle
"16,21,62",16,21,62,09_follicle
"16,21,63",16,21,63,09_follicle
"16,21,64",16,21,64,09_follicle
"16,21,73",16,21,73,16_urinary_bladder
